Timestamp,CPU_%,Mem_Usage,Mem_Limit,Mem_%,Net_Input,Net_Output,Block_Input,Block_Output,PIDs
2025-06-27T12:53:27Z,0.00%,41.22MiB,31.29GiB,0.13%,3.63kB,126B,24.4MB,0B,13
2025-06-27T12:53:40Z,0.00%,41.26MiB,31.29GiB,0.13%,11kB,168B,24.4MB,0B,13
2025-06-27T12:53:52Z,413.81%,1.315GiB,31.29GiB,4.20%,8.64MB,255kB,314MB,7.63MB,250
2025-06-27T12:54:04Z,22.63%,851.9MiB,31.29GiB,2.66%,8.69MB,287kB,314MB,8.55MB,153
