Timestamp,CPU_%,Mem_Usage,Mem_Limit,Mem_%,Net_Input,Net_Output,Block_Input,Block_Output,PIDs
2025-06-27T12:08:00Z,1.97%,7.5MiB,31.29GiB,0.02%,31.9kB,134kB,0B,0B,1
2025-06-27T12:08:13Z,1.85%,7.5MiB,31.29GiB,0.02%,34.3kB,240kB,0B,20.5kB,1
2025-06-27T12:08:25Z,2.97%,7.535MiB,31.29GiB,0.02%,68.6kB,384kB,0B,32.8kB,1
2025-06-27T12:08:38Z,2.12%,7.562MiB,31.29GiB,0.02%,82.9kB,516kB,0B,32.8kB,1
2025-06-27T12:08:50Z,2.31%,7.559MiB,31.29GiB,0.02%,82.9kB,625kB,0B,49.2kB,1
2025-06-27T12:09:03Z,6.24%,7.793MiB,31.29GiB,0.02%,195kB,864kB,0B,69.6kB,1
2025-06-27T12:09:15Z,1.97%,7.965MiB,31.29GiB,0.02%,285kB,1.07MB,0B,90.1kB,1
